movie_id,title,release_date
137094,Jack Ryan: Shadow Recruit,2014-01-15
274479,Joy,2015-12-24
267860,London Has Fallen,2016-03-02
8078,Alien: Resurrection,1997-11-12
7485,Shooter,2007-03-22
170687,The Boxtrolls,2014-09-10
6435,Practical Magic,1998-10-16
137106,The Lego Movie,2014-02-06
10040,Miss Congeniality 2: Armed and Fabulous,2005-03-11
6278,Reign of Fire,2002-07-12
82682,Gangster Squad,2013-01-10
17610,Year One,2009-06-18
22954,Invictus,2009-12-10
16995,State of Play,2009-04-17
16558,Duplicity,2009-03-19
9849,My Favorite Martian,1999-02-11
5820,The Sentinel,2006-04-19
16866,Planet 51,2009-11-19
201,Star Trek: Nemesis,2002-12-13
11775,Intolerable Cruelty,2003-09-02
87825,Trouble with the Curve,2012-09-21
12201,Edge of Darkness,2010-01-29
11015,The Relic,1997-01-10
9932,Analyze That,2002-12-06
13389,Righteous Kill,2008-09-11
8838,Mercury Rising,1998-04-03
17332,The Soloist,2009-04-24
4958,The Legend of Bagger Vance,2000-11-02
786,Almost Famous,2000-09-15
9513,Garfield: A Tail of Two Kitties,2006-06-15
11679,xXx: State of the Union,2005-04-27
38321,Priest,2011-05-05
14411,Sinbad: Legend of the Seven Seas,2003-07-02
8413,Event Horizon,1997-08-15
10052,Dragonfly,2002-02-22
9676,The Black Dahlia,2006-09-15
9664,Flyboys,2006-09-22
2100,The Last Castle,2001-10-19
10384,Supernova,2000-01-14
137321,Winter's Tale,2014-02-13
123553,The Mortal Instruments: City of Bones,2013-08-21
11260,Meet Dave,2008-07-08
9009,Dark Water,2005-06-27
11374,Edtv,1999-03-26
2309,Inkheart,2008-12-11
8285,The Spirit,2008-12-25
210860,Mortdecai,2015-01-21
2312,In the Name of the King: A Dungeon Siege Tale,2007-11-29
9839,Beyond Borders,2003-10-23
381902,The Monkey King 2,2016-01-22
13922,The Great Raid,2005-08-12
293660,Deadpool,2016-02-09
9713,Holy Man,1998-10-08
190859,American Sniper,2014-12-11
257445,Goosebumps,2015-08-05
9007,Just Like Heaven,2005-09-16
889,The Flintstones in Viva Rock Vegas,2000-04-28
1370,Rambo III,1988-05-24
4942,Leatherheads,2008-03-24
347969,The Ridiculous 6,2015-12-11
24438,Did You Hear About the Morgans?,2009-12-17
116741,The Internship,2013-06-07
35791,Resident Evil: Afterlife,2010-09-09
72431,Red Tails,2012-01-19
1813,The Devil's Advocate,1997-10-17
87428,That's My Boy,2012-06-14
8840,DragonHeart,1996-05-31
10589,After the Sunset,2004-11-12
71676,Ghost Rider: Spirit of Vengeance,2011-12-10
1722,Captain Corelli's Mandolin,2001-08-17
10022,The Pacifier,2005-03-04
11358,Walking Tall,2004-04-02
13,Forrest Gump,1994-07-06
6477,Alvin and the Chipmunks,2007-12-13
1597,Meet the Parents,2000-10-06
10530,Pocahontas,1995-06-14
1924,Superman,1978-12-13
9327,The Nutty Professor,1996-06-26
8488,Hitch,2005-02-10
10603,George of the Jungle,1997-07-15
8273,American Wedding,2003-08-01
109424,Captain Phillips,2013-10-10
35056,Date Night,2010-04-08
8839,Casper,1995-05-26
156022,The Equalizer,2014-09-24
7303,Maid in Manhattan,2002-12-13
8963,Crimson Tide,1995-05-12
1402,The Pursuit of Happyness,2006-12-14
9315,Flightplan,2005-09-22
8984,Disclosure,1994-12-09
795,City of Angels,1998-04-10
24,Kill Bill: Vol. 1,2003-10-10
11353,Bowfinger,1999-08-12
393,Kill Bill: Vol. 2,2004-04-16
9618,Tango & Cash,1989-12-22
9374,Death Becomes Her,1992-07-30
8584,Shanghai Noon,2000-05-26
2320,Executive Decision,1996-03-15
58224,Mr. Popper's Penguins,2011-06-17
1729,The Forbidden Kingdom,2008-04-18
175574,Free Birds,2013-10-30
8077,Alien³,1992-05-22
8818,Evita,1996-12-14
8195,Ronin,1998-09-25
10586,The Ghost and the Darkness,1996-10-11
116149,Paddington,2014-11-27
80035,The Watch,2012-07-26
10632,The Hunted,2003-03-11
12117,Instinct,1999-06-04
1792,Stuck on You,2003-12-10
13260,Semi-Pro,2008-02-28
72197,The Pirates! In an Adventure with Scientists!,2012-03-12
3580,Changeling,2008-01-30
12123,Chain Reaction,1996-08-02
9566,The Fan,1996-08-15
9833,The Phantom of the Opera,2004-12-08
4517,Elizabeth: The Golden Age,2007-09-09
8202,Æon Flux,2005-11-30
16072,Gods and Generals,2003-02-21
34314,Turbulence,1997-01-09
19724,Imagine That,2009-06-19
145220,Muppets Most Wanted,2014-03-20
14623,Thunderbirds,2004-07-23
42297,Burlesque,2010-11-23
2841,A Very Long Engagement,2004-10-26
802,Lolita,1962-06-13
10375,D-Tox,2002-01-04
36586,Blade II,2002-03-22
11321,Seven Pounds,2008-12-18
70074,Bullet to the Head,2013-01-31
242,The Godfather: Part III,1990-12-24
9621,Elizabethtown,2005-10-06
1819,"You, Me and Dupree",2006-07-14
8536,Superman II,1980-12-04
8046,Gigli,2003-08-01
1717,All the King's Men,2006-09-10
479,Shaft,2000-06-15
9444,Anastasia,1997-11-20
824,Moulin Rouge!,2001-03-09
11456,Domestic Disturbance,2001-10-30
261023,Black Mass,2015-09-04
3683,Flags of Our Fathers,2006-10-18
22803,Law Abiding Citizen,2009-10-15
285923,Grindhouse,2007-04-06
39437,Beloved,1998-10-16
1950,Lucky You,2007-05-01
640,Catch Me If You Can,2002-12-25
97630,Zero Dark Thirty,2012-12-19
9767,The Break-Up,2006-06-01
11631,Mamma Mia!,2008-07-03
32856,Valentine's Day,2010-02-10
6519,The Dukes of Hazzard,2005-08-05
8741,The Thin Red Line,1998-12-25
49520,The Change-Up,2011-08-05
1850,Man on the Moon,1999-12-22
524,Casino,1995-11-22
26389,From Paris with Love,2010-02-05
11817,Bulletproof Monk,2003-03-28
2123,"Me, Myself & Irene",2000-06-22
9907,Barnyard,2006-08-04
9969,Deck the Halls,2006-11-22
18239,The Twilight Saga: New Moon,2009-03-15
808,Shrek,2001-05-16
38050,The Adjustment Bureau,2011-03-03
8367,Robin Hood: Prince of Thieves,1991-06-14
9390,Jerry Maguire,1996-12-06
72105,Ted,2012-06-29
2898,As Good as It Gets,1997-12-19
10312,Patch Adams,1998-12-25
109443,Anchorman 2: The Legend Continues,2013-12-18
2022,Mr. Deeds,2002-06-28
37686,Super 8,2011-06-08
462,Erin Brockovich,2000-03-17
9919,How to Lose a Guy in 10 Days,2003-02-07
187017,22 Jump Street,2014-06-05
628,Interview with the Vampire,1994-11-11
10201,Yes Man,2008-12-09
302699,Central Intelligence,2016-06-15
9441,Stepmom,1998-12-25
274167,Daddy's Home,2015-12-25
224141,Into the Woods,2014-12-25
388,Inside Man,2006-03-23
2112,Payback,1999-02-05
10329,Congo,1995-06-09
74465,We Bought a Zoo,2011-12-22
13811,Knowing,2009-03-19
6877,Failure to Launch,2006-03-10
10320,The Ring Two,2005-03-17
50646,"Crazy, Stupid, Love.",2011-07-29
8920,Garfield,2004-06-10
13673,Christmas with the Kranks,2004-11-24
60308,Moneyball,2011-09-22
6950,Outbreak,1995-03-10
225574,Non-Stop,2014-01-26
13836,Race to Witch Mountain,2009-03-12
752,V for Vendetta,2006-03-15
6038,Shanghai Knights,2003-02-06
9975,Curious George,2006-02-10
11451,Herbie Fully Loaded,2005-06-22
12103,Don't Say a Word,2001-09-28
60304,Hansel & Gretel: Witch Hunters,2013-01-17
2251,Unfaithful,2002-05-10
46529,I Am Number Four,2011-02-18
231,Syriana,2005-11-23
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-13
228326,The Book of Life,2014-10-01
9754,Firewall,2006-02-10
66,Absolute Power,1997-02-14
4421,G.I. Jane,1997-08-22
2649,The Game,1997-09-12
588,Silent Hill,2006-04-21
10393,The Replacements,2000-08-07
71552,American Reunion,2012-04-04
9631,The Negotiator,1998-07-29
216282,Into the Storm,2014-08-06
306,Beverly Hills Cop III,1994-05-24
928,Gremlins 2: The New Batch,1990-06-15
205587,The Judge,2014-10-08
6623,The Peacemaker,1997-09-26
1577,Resident Evil: Apocalypse,2004-09-10
9801,Bridget Jones: The Edge of Reason,2004-11-10
2116,Out of Time,2003-10-03
9624,On Deadly Ground,1994-02-18
14199,The Adventures of Sharkboy and Lavagirl,2005-06-10
1907,The Beach,2000-02-11
4599,Raising Helen,2004-05-27
22832,Ninja Assassin,2009-09-29
10390,For Love of the Game,1999-09-17
9879,Striptease,1996-06-28
38579,Marmaduke,2010-06-04
44603,Hereafter,2010-10-15
11892,Murder by Numbers,2002-04-19
9691,Assassins,1995-10-06
1248,Hannibal Rising,2007-02-06
12220,The Story of Us,1999-10-13
72710,The Host,2013-03-22
10782,Basic,2003-04-18
9573,Blood Work,2002-08-04
4959,The International,2009-02-03
10061,Escape from L.A.,1996-08-09
10386,The Iron Giant,1999-08-06
421,The Life Aquatic with Steve Zissou,2004-12-10
316152,Free State of Jones,2016-06-24
11615,The Life of David Gale,2003-02-21
13498,Man of the House,2005-02-25
241554,Run All Night,2015-03-11
2252,Eastern Promises,2007-09-14
11968,Into the Blue,2005-09-30
10047,The Messenger: The Story of Joan of Arc,1999-10-18
38319,Your Highness,2011-04-08
69668,Dream House,2011-09-30
9770,Mad City,1997-11-07
11212,Baby's Day Out,1994-07-01
10533,The Scarlet Letter,1995-10-13
38363,Fair Game,2010-05-20
9923,Domino,2005-09-22
11863,Jade,1995-10-13
18501,Gamer,2009-09-03
109491,Beautiful Creatures,2013-02-13
9275,Death to Smoochy,2002-03-28
329833,Zoolander 2,2016-02-06
12634,The Big Bounce,2004-01-30
10416,What Planet Are You From?,2000-03-03
47327,Drive Angry,2011-02-24
15268,Street Fighter: The Legend of Chun-Li,2009-02-27
10796,The One,2001-11-02
9548,The Adventures of Ford Fairlane,1990-07-11
18947,The Boat That Rocked,2009-04-01
1900,Traffic,2000-12-27
89,Indiana Jones and the Last Crusade,1989-05-24
96724,Anna Karenina,2012-09-06
198184,Chappie,2015-03-04
9481,The Bone Collector,1999-11-04
4547,Panic Room,2002-03-29
53953,The Tooth Fairy,2006-08-08
6415,Three Kings,1999-09-27
181283,Child 44,2015-03-15
9896,Rat Race,2001-07-30
167,K-PAX,2001-10-22
11232,Kate & Leopold,2001-12-25
1636,Bedazzled,2000-10-19
2148,The Cotton Club,1984-12-14
5176,3:10 to Yuma,2007-09-06
260346,Taken 3,2014-12-16
1389,Out of Sight,1998-06-26
9894,The Cable Guy,1996-06-10
7504,Earth,1998-09-16
8592,Dick Tracy,1990-06-15
913,The Thomas Crown Affair,1999-08-06
11091,Riding in Cars with Boys,2001-10-19
1368,First Blood,1982-10-22
593,Solaris,1972-03-20
5393,Happily N'Ever After,2006-09-14
9095,Mary Reilly,1996-02-23
8874,My Best Friend's Wedding,1997-06-19
11467,America's Sweethearts,2001-07-17
320,Insomnia,2002-05-24
199,Star Trek: First Contact,1996-11-21
20533,Jonah Hex,2010-06-18
10684,Courage Under Fire,1996-07-04
1624,Liar Liar,1997-03-21
325789,The Infiltrator,2016-07-13
113464,Inchon,1981-05-04
888,The Flintstones,1994-05-26
82675,Taken 2,2012-09-27
4256,Scary Movie 3,2003-10-24
1493,Miss Congeniality,2000-12-14
88751,Journey to the Center of the Earth,2008-07-10
11130,The Princess Diaries 2: Royal Engagement,2004-08-06
9944,The Pelican Brief,1993-12-16
10731,The Client,1994-07-20
7350,The Bucket List,2007-12-25
9869,Patriot Games,1992-06-04
4379,Monster-in-Law,2005-05-13
146233,Prisoners,2013-09-18
2034,Training Day,2001-10-05
926,Galaxy Quest,1999-12-23
4248,Scary Movie 2,2001-07-04
64328,The Muppets,2011-11-22
36647,Blade,1998-08-21
7214,Coach Carter,2005-01-14
1537,Changing Lanes,2002-04-07
9360,Anaconda,1997-04-11
6282,Coyote Ugly,2000-07-30
508,Love Actually,2003-09-07
9487,A Bug's Life,1998-11-25
768,From Hell,2001-10-19
2636,The Specialist,1994-10-07
10478,Tin Cup,1996-08-16
27983,"Yours, Mine and Ours",1968-04-24
9981,Kicking & Screaming,2005-05-13
7453,The Hitchhiker's Guide to the Galaxy,2005-01-15
15045,Fat Albert,2004-12-12
7737,Resident Evil: Extinction,2007-09-20
232672,Blended,2014-05-21
17379,Last Holiday,2006-01-13
8987,The River Wild,1994-09-30
11359,The Indian in the Cupboard,1995-07-14
82525,Savages,2012-07-06
9759,Cellular,2004-09-06
9486,Johnny English,2003-04-06
9906,The Ant Bully,2006-07-27
841,Dune,1984-12-14
4688,Across the Universe,2007-09-14
4148,Revolutionary Road,2008-12-19
2207,16 Blocks,2006-03-01
9381,Babylon A.D.,2008-08-20
9625,The Glimmer Man,1996-10-04
9304,Multiplicity,1996-07-19
20856,Aliens in the Attic,2009-07-31
5955,The Pledge,2001-01-09
9899,The Producers,2005-12-25
9826,The Phantom,1996-06-06
21355,All the Pretty Horses,2000-12-11
10858,Nixon,1995-12-22
11439,The Ghost Writer,2010-02-12
9457,Deep Rising,1998-01-30
12412,Miracle at St. Anna,2008-09-15
1494,Curse of the Golden Flower,2006-12-21
13184,Bangkok Dangerous,2008-08-21
2185,Big Trouble,2002-04-05
6639,Love in the Time of Cholera,2007-10-04
38153,Shadow Conspiracy,1997-01-31
58233,Johnny English Reborn,2011-09-15
116977,Foodfight!,2012-06-15
68734,Argo,2012-10-11
5503,The Fugitive,1993-08-06
27573,The Bounty Hunter,2010-03-16
819,Sleepers,1996-10-18
1369,Rambo: First Blood Part II,1985-05-21
9623,The Juror,1996-02-02
10895,Pinocchio,1940-02-23
10935,Heaven's Gate,1980-11-19
834,Underworld: Evolution,2006-01-12
228066,Victor Frankenstein,2015-11-10
711,Finding Forrester,2000-12-21
10468,28 Days,2000-04-06
10027,Unleashed,2005-02-02
11812,The Sweetest Thing,2002-04-12
37233,The Firm,1993-06-30
37950,Charlie St. Cloud,2010-05-01
27582,The Mechanic,2011-01-13
64688,21 Jump Street,2012-03-12
509,Notting Hill,1999-05-13
7443,Chicken Run,2000-06-21
5966,Along Came Polly,2004-01-16
11066,Boomerang,1992-06-30
136795,The Heat,2013-06-27
8095,Cleopatra,1963-06-12
87826,Here Comes the Boom,2012-10-11
11560,High Crimes,2002-04-03
25189,The Mirror Has Two Faces,1996-11-15
2637,The Mothman Prophecies,2002-01-25
18480,Brüno,2009-07-08
709,Licence to Kill,1989-07-07
49730,Red Riding Hood,2011-03-11
2749,15 Minutes,2001-03-01
9607,Super Mario Bros.,1993-05-28
1830,Lord of War,2005-09-16
79,Hero,2002-12-19
54054,One for the Money,2012-01-26
228967,The Interview,2014-12-25
46528,The Warrior's Way,2010-12-02
27936,Micmacs,2009-10-28
65,8 Mile,2002-11-08
280391,Why I Did (Not) Eat My Father,2015-04-08
9476,A Knight's Tale,2001-05-11
10610,The Medallion,2003-08-15
745,The Sixth Sense,1999-08-06
49527,Man on a Ledge,2012-01-13
73937,The Big Year,2011-10-13
1885,The Karate Kid,1984-06-22
168672,American Hustle,2013-12-12
18240,The Proposal,2009-06-01
10398,Double Jeopardy,1999-09-24
165,Back to the Future Part II,1989-11-20
240832,Lucy,2014-07-14
216015,Fifty Shades of Grey,2015-02-11
12279,Spy Kids 3-D: Game Over,2003-07-25
1645,A Time to Kill,1996-07-24
11007,Cheaper by the Dozen,2003-12-24
193756,Lone Survivor,2013-12-24
11287,A League of Their Own,1992-07-01
259693,The Conjuring 2,2016-05-13
37799,The Social Network,2010-09-30
10184,He's Just Not That Into You,2009-02-06
4257,Scary Movie 4,2006-04-13
4234,Scream 3,2000-02-03
196,Back to the Future Part III,1990-05-25
257091,Get Hard,2015-03-26
6114,Dracula,1992-11-13
24803,Julie & Julia,2009-08-06
109410,42,2013-04-12
1213,The Talented Mr. Ripley,1999-12-25
100042,Dumb and Dumber To,2014-11-12
9036,Eight Below,2006-02-17
257211,The Intern,2015-09-24
323675,Ride Along 2,2016-01-14
9361,The Last of the Mohicans,1992-09-25
1677,Ray,2004-10-29
187,Sin City,2005-04-01
7461,Vantage Point,2008-02-01
16538,"I Love You, Man",2009-03-20
9889,Shallow Hal,2001-11-01
820,JFK,1991-12-20
11565,Big Momma's House 2,2006-01-26
6073,The Mexican,2001-03-01
16996,17 Again,2009-03-11
193610,The Other Woman,2014-04-16
19912,The Final Destination,2009-08-26
296098,Bridge of Spies,2015-10-15
8007,Behind Enemy Lines,2001-11-17
32823,Get Him to the Greek,2010-06-04
4380,Shall We Dance?,2004-10-15
11551,Small Soldiers,1998-07-10
10336,Spawn,1997-07-31
11362,The Count of Monte Cristo,2002-01-23
50348,The Lincoln Lawyer,2011-03-17
48138,Unknown,2011-02-16
1124,The Prestige,2006-10-19
227159,Horrible Bosses 2,2014-11-26
68179,Escape from Planet Earth,2013-02-14
1579,Apocalypto,2006-12-07
708,The Living Daylights,1987-06-29
34851,Predators,2010-07-03
9930,Legal Eagles,1986-06-18
1586,Secret Window,2004-03-12
2044,The Lake House,2006-06-16
9913,The Skeleton Key,2005-07-29
71864,The Odd Life of Timothy Green,2012-08-15
10761,Made of Honor,2008-05-02
209451,Jersey Boys,2014-06-05
11975,The Rainmaker,1997-11-18
4970,Gothika,2003-11-21
11831,Amistad,1997-12-03
9096,Medicine Man,1992-02-07
440,Aliens vs Predator: Requiem,2007-12-25
11011,Ri¢hie Ri¢h,1994-12-19
10641,Autumn in New York,2000-08-11
11172,Music and Lyrics,2007-02-09
39513,Paul,2011-02-14
82687,The Guilt Trip,2012-12-19
41446,Scream 4,2011-04-11
8224,8MM,1999-02-26
10537,The Doors,1991-03-01
225886,Sex Tape,2014-07-17
10385,Hanging Up,2000-02-16
55779,Final Destination 5,2011-08-12
10154,Mickey Blue Eyes,1999-08-16
10647,Pay It Forward,2000-10-12
11431,Fever Pitch,2005-04-06
8457,Drillbit Taylor,2008-03-20
188161,A Million Ways to Die in the West,2014-05-22
8850,The Shadow,1994-07-01
64685,Extremely Loud & Incredibly Close,2011-12-24
38357,Morning Glory,2010-01-12
10060,Get Rich or Die Tryin',2005-11-09
11398,The Art of War,2000-08-23
1833,Rent,2005-11-23
10391,Bless the Child,2000-08-11
8970,The Out-of-Towners,1999-04-02
9306,The Island of Dr. Moreau,1996-08-23
11370,The Musketeer,2001-09-07
12184,The Other Boleyn Girl,2008-02-28
1921,Sweet November,2001-02-16
1683,The Reaping,2007-04-05
203,Mean Streets,1973-10-02
11858,Renaissance Man,1994-06-03
62835,Colombiana,2011-07-27
18937,Quest for Camelot,1998-05-15
13536,City By The Sea,2002-09-06
15556,At First Sight,1999-01-15
10718,Torque,2004-01-16
11062,City Hall,1996-02-16
10802,Showgirls,1995-09-22
1887,Marie Antoinette,2006-05-24
6071,Kiss of Death,1995-04-21
10461,Get Carter,2000-10-06
80278,The Impossible,2012-09-09
12704,Ishtar,1987-05-15
10315,Fantastic Mr. Fox,2009-10-23
16643,Life or Something Like It,2002-04-26
2687,Memoirs of an Invisible Man,1992-02-28
194,Amélie,2001-04-25
11025,New York Minute,2004-05-01
8849,Alfie,2004-10-22
78698,Big Miracle,2012-02-02
30943,The Deep End of the Ocean,1999-03-12
9544,FearDotCom,2002-08-09
24418,Cirque du Freak: The Vampire's Assistant,2009-10-23
7288,Duplex,2003-09-26
14655,Soul Men,2008-11-07
24575,Raise the Titanic,1980-01-01
10366,Universal Soldier: The Return,1999-08-05
19898,Pandorum,2009-09-08
4965,Impostor,2001-12-03
15074,Extreme Ops,2002-11-27
56715,Just Visiting,2001-04-06
1272,Sunshine,2007-04-05
72358,A Thousand Words,2012-03-07
20542,Delgo,2008-12-12
266396,The Gunman,2015-02-16
9978,Stormbreaker,2006-07-21
8271,Disturbia,2007-04-12
10428,Hackers,1995-09-14
5353,The Hunting Party,2007-09-03
11934,The Hudsucker Proxy,1994-03-11
14392,The Warlords,2007-12-12
19495,Nomad: The Warrior,2005-07-17
110415,Snowpiercer,2013-08-01
77459,A Monster in Paris,2011-10-12
26486,The Last Shot,2004-09-24
9495,The Crow,1994-05-11
256040,Baahubali: The Beginning,2015-07-10
24420,The Time Traveler's Wife,2009-08-14
1257,Because I Said So,2007-02-02
62214,Frankenweenie,2012-10-04
16320,Serenity,2005-08-25
8842,Against the Ropes,2004-02-20
9531,Superman III,1983-06-17
64807,Grudge Match,2013-12-25
12289,Red Cliff,2008-07-10
11529,Sweet Home Alabama,2002-09-26
20943,The Ugly Truth,2009-07-24
9099,Sgt. Bilko,1996-03-29
9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07
193,Star Trek: Generations,1994-11-17
44865,The Grandmaster,2013-01-08
55787,Water for Elephants,2011-03-15
257932,Dragon Nest: Warriors' Dawn,2014-05-20
10400,The Hurricane,1999-09-17
1957,Enough,2002-05-24
10833,Heartbreakers,2001-03-23
256961,Paul Blart: Mall Cop 2,2015-04-16
5852,Angel Eyes,2001-05-15
12312,Joe Somebody,2001-12-21
622,The Ninth Gate,1999-08-24
11306,Extreme Measures,1996-09-27
12508,Rock Star,2001-09-04
25793,Precious,2009-11-06
10534,White Squall,1996-02-02
1091,The Thing,1982-06-25
87421,Riddick,2013-09-02
10871,Switchback,1997-10-31
13503,Texas Rangers,2001-11-30
13600,City of Ember,2008-10-07
68722,The Master,2012-09-07
14324,Virgin Territory,2007-12-17
14325,The Express,2008-10-10
299687,The 5th Wave,2016-01-14
312221,Creed,2015-11-25
23168,The Town,2010-09-15
76494,What to Expect When You're Expecting,2012-05-17
4944,Burn After Reading,2008-09-05
10488,Nim's Island,2008-04-03
96721,Rush,2013-09-02
334,Magnolia,1999-12-08
23742,Cop Out,2010-02-26
259694,How to Be Single,2016-01-21
62837,Dolphin Tale,2011-09-23
8966,Twilight,2008-11-20
8470,John Q,2002-02-15
11001,Blue Streak,1999-09-17
138832,We're the Millers,2013-08-07
16911,The Inhabited Island,2008-12-18
2163,Breakdown,1997-05-02
36670,Never Say Never Again,1983-10-07
23048,Hot Tub Time Machine,2010-03-26
227735,Dolphin Tale 2,2014-09-12
2155,Reindeer Games,2000-02-25
8409,A Man Apart,2003-04-04
222936,Aloha,2015-05-27
31908,Ghosts of Mississippi,1996-12-20
10219,Snow Falling on Cedars,1999-12-22
48171,The Rite,2011-01-28
782,Gattaca,1997-09-07
75531,Isn't She Great,2000-01-28
11802,Space Chimps,2008-07-17
9776,Head of State,2003-01-01
18785,The Hangover,2009-06-05
365222,Ip Man 3,2015-12-19
817,Austin Powers: The Spy Who Shagged Me,1999-06-08
268,Batman,1989-06-23
45054,There Be Dragons,2011-03-25
943,Lethal Weapon 3,1992-05-15
22881,The Blind Side,2009-11-20
10054,Spy Kids,2001-03-18
51540,Horrible Bosses,2011-07-08
44264,True Grit,2010-12-22
350,The Devil Wears Prada,2006-06-30
152,Star Trek: The Motion Picture,1979-12-06
109431,Identity Thief,2013-02-07
1598,Cape Fear,1991-11-15
8065,21,2008-03-27
271718,Trainwreck,2015-07-17
11638,Guess Who,2005-03-25
409,The English Patient,1996-11-14
2118,L.A. Confidential,1997-09-19
11459,Sky High,2005-07-29
10806,In & Out,1997-09-10
9348,Species,1995-07-07
377,A Nightmare on Elm Street,1984-11-14
8843,The Cell,2000-08-17
9313,The Man in the Iron Mask,1998-03-12
39486,Secretariat,2010-08-20
1273,TMNT,2007-03-23
13920,Radio,2003-10-24
50544,Friends with Benefits,2011-07-21
325133,Neighbors 2: Sorority Rising,2016-05-04
140823,Saving Mr. Banks,2013-11-16
1883,Malcolm X,1992-11-18
89492,This Is 40,2012-12-20
22949,Old Dogs,2009-11-24
12437,Underworld: Rise of the Lycans,2009-01-22
2959,License to Wed,2007-07-04
9957,The Benchwarmers,2006-04-07
11648,Must Love Dogs,2005-07-21
9366,Donnie Brasco,1997-02-27
1576,Resident Evil,2002-03-15
609,Poltergeist,1982-06-04
5516,The Ladykillers,2004-03-25
13051,Max Payne,2008-10-15
49530,In Time,2011-10-27
34806,The Back-Up Plan,2010-04-23
49022,Something Borrowed,2011-05-05
11469,Black Knight,2001-11-21
23479,The Bad News Bears,1976-04-07
11667,Street Fighter,1994-12-22
423,The Pianist,2002-09-24
2447,The Nativity Story,2006-12-01
10066,House of Wax,2005-04-30
2288,Closer,2004-12-01
88794,J. Edgar,2011-11-09
13515,Mirrors,2008-08-15
11979,Queen of the Damned,2002-02-10
169,Predator 2,1990-11-20
8090,Untraceable,2008-01-22
11622,Blast from the Past,1999-02-12
3604,Flash Gordon,1980-09-01
9541,Jersey Girl,2004-03-25
94348,Alex Cross,2012-10-18
8197,Midnight in the Garden of Good and Evil,1997-11-21
336004,Heist,2015-11-13
35019,Nanny McPhee and the Big Bang,2010-03-26
10410,Hoffa,1992-12-25
8836,The X Files: I Want to Believe,2008-07-24
14442,Ella Enchanted,2004-04-09
321741,Concussion,2015-11-12
59965,Abduction,2011-09-22
14175,Valiant,2005-03-25
11004,Wonder Boys,2000-02-22
11918,Superhero Movie,2008-03-27
98357,Broken City,2013-01-18
10012,Cursed,2005-02-25
49526,Premium Rush,2012-08-24
268920,Hot Pursuit,2015-05-08
9093,The Four Feathers,2002-09-08
119283,Parker,2013-01-23
11823,Wimbledon,2004-09-13
35169,Furry Vengeance,2010-04-02
118957,Bait,2012-09-05
849,Krull,1983-07-29
4515,Lions for Lambs,2007-10-22
18886,Flight of the Intruder,1991-01-18
6575,Walk Hard: The Dewey Cox Story,2007-12-21
6440,The Shipping News,2001-12-18
13496,American Outlaws,2001-08-17
18320,The Young Victoria,2009-03-04
22787,Whiteout,2009-09-09
8967,The Tree of Life,2011-05-18
37498,Knock Off,1998-09-04
144336,Sabotage,2014-03-28
9616,The Order,2003-09-05
13056,Punisher: War Zone,2008-12-05
14113,Zoom,2006-08-11
285783,The Walk,2015-09-30
49478,Warriors of Virtue,1997-05-02
9726,A Good Year,2006-09-09
20763,Radio Flyer,1992-02-21
9702,Bound by Honor,1993-02-05
9311,Smilla's Sense of Snow,1997-02-13
9280,Femme Fatale,2002-11-06
26843,Lion of the Desert,1981-04-17
11876,The Horseman on the Roof,1995-09-20
22267,Ride with the Devil,1999-11-24
45958,Biutiful,2010-10-20
1969,Bandidas,2006-01-18
310706,Black Water Transit,2009-05-13
198663,The Maze Runner,2014-09-10
239573,Unfinished Business,2015-03-05
10436,The Age of Innocence,1993-09-17
1381,The Fountain,2006-09-06
2162,Chill Factor,1999-09-01
127493,Stolen,2012-05-17
12429,Ponyo,2008-07-19
228205,The Longest Ride,2015-04-09
2900,The Astronaut's Wife,1999-08-26
21311,I Dreamed of Africa,2000-05-05
77875,Playing for Keeps,2012-11-29
192136,Mandela: Long Walk to Freedom,2013-12-06
18254,Reds,1981-12-25
881,A Few Good Men,1992-12-11
10877,Exit Wounds,2001-03-13
9600,Big Momma's House,2000-05-31
202575,Thunder and the House of Magic,2013-12-24
71469,The Darkest Hour,2011-12-22
85446,Step Up Revolution,2012-07-26
326,Snakes on a Plane,2006-08-06
10685,The Watcher,2000-09-08
7220,The Punisher,2004-04-15
9763,Goal!: The Dream Begins,2005-06-06
72387,Safe,2012-04-16
12596,Pushing Tin,1999-04-23
1892,Return of the Jedi,1983-05-23
13460,Doomsday,2008-03-14
8055,The Reader,2008-12-10
50647,Wanderlust,2012-02-23
10719,Elf,2003-10-09
9294,Phenomenon,1996-07-05
11888,Snow Dogs,2002-01-18
9647,Scrooged,1988-11-22
9353,Nacho Libre,2006-06-16
55721,Bridesmaids,2011-04-28
109414,This Is the End,2013-06-12
10307,Stigmata,1999-09-10
11978,Men of Honor,2000-09-13
22907,Takers,2010-08-26
87567,The Big Wedding,2013-04-25
38322,"Big Mommas: Like Father, Like Son",2011-02-16
45612,Source Code,2011-03-30
7305,Alive,1993-01-15
3594,The Number 23,2007-02-23
157841,The Young and Prodigious T.S. Spivet,2013-10-16
11519,1941,1979-12-13
12920,Dreamer: Inspired By a True Story,2005-09-10
59,A History of Violence,2005-09-23
9335,Transporter 2,2005-08-02
12106,The Quick and the Dead,1995-02-09
